domain,class_modifier,class_ncit,class_prefLabel,prop,label,range,cardinality,ncit,prefLabel,definition,relationshipType,modelName,modelRepresentation,boundCodelist,boundCodelistNote
NarrativeContent,Concrete,C207592,Narrative Content,NarrativeContent-name,NarrativeContent-name,string,1,C207507,Narrative Content Name,"The literal identifier (i.e., distinctive designation) of the narrative content.",Value,name,Attribute,,
NarrativeContent,Concrete,C207592,Narrative Content,NarrativeContent-sectionNumber,NarrativeContent-sectionNumber,string,0..1,C207509,Narrative Content Section Number,The numeric identifier assigned to a particular document section containing narrative content.,Value,sectionNumber,Attribute,,
NarrativeContent,Concrete,C207592,Narrative Content,NarrativeContent-sectionTitle,NarrativeContent-sectionTitle,string,0..1,C207510,Narrative Content Section Title,An identifying designation for the document section containing narrative content.,Value,sectionTitle,Attribute,,
NarrativeContent,Concrete,C207592,Narrative Content,NarrativeContent-displaySectionTitle,NarrativeContent-displaySectionTitle,boolean,1,C215534,Narrative Content Section Title Display Indicator,An indication as to whether the section title is to be displayed in the document containing narrative content.,Value,displaySectionTitle,Attribute,,
NarrativeContent,Concrete,C207592,Narrative Content,NarrativeContent-displaySectionNumber,NarrativeContent-displaySectionNumber,boolean,1,C215535,Narrative Content Section Number Display Indicator,An indication as to whether the section number is to be displayed in the document containing narrative content.,Value,displaySectionNumber,Attribute,,
NarrativeContent,Concrete,C207592,Narrative Content,NarrativeContent-instanceType,NarrativeContent-instanceType,string,1,,,,Value,,,,
NarrativeContentItem,Concrete,C215489,Narrative Content Item,NarrativeContentItem-id,NarrativeContentItem-id,string,1,,,,Value,id,Attribute,,
NarrativeContentItem,Concrete,C215489,Narrative Content Item,NarrativeContentItem-name,NarrativeContentItem-name,string,1,C215557,Narrative Content Item Name,"The literal identifier (i.e., distinctive designation) of the narrative content item.",Value,name,Attribute,,
NarrativeContentItem,Concrete,C215489,Narrative Content Item,NarrativeContentItem-text,NarrativeContentItem-text,string,1,C215558,Narrative Content Item Text,An instance of unstructured text that represents the narrative content item.,Value,text,Attribute,,
NarrativeContentItem,Concrete,C215489,Narrative Content Item,NarrativeContentItem-instanceType,NarrativeContentItem-instanceType,string,1,,,,Value,,,,
Objective,Concrete,C142450,Study Objective,Objective-instanceType,Objective-instanceType,string,1,,,,Value,,,,
ObservationalStudyDesign,Concrete,C215504,Observational Study Design,ObservationalStudyDesign-instanceType,ObservationalStudyDesign-instanceType,string,1,,,,Value,,,,
Organization,Concrete,C19711,Organization,Organization-id,Organization-id,string,1,,,,Value,id,Attribute,,
Organization,Concrete,C19711,Organization,Organization-name,Organization-name,string,1,C93874,Organization Name,"The literal identifier (i.e., distinctive designation) of the organization.",Value,name,Attribute,,
Organization,Concrete,C19711,Organization,Organization-label,Organization-label,string,0..1,C207514,Organization Label,The short descriptive designation for the organization.,Value,label,Attribute,,
Organization,Concrete,C19711,Organization,Organization-identifier,Organization-identifier,string,1,C93401,Organization Identifier,A unique symbol that establishes identity of the organization. (BRIDG),Value,identifier,Attribute,,
Organization,Concrete,C19711,Organization,Organization-identifierScheme,Organization-identifierScheme,string,1,C188819,Identifier Provider Organization Name,The name of the organization that provides the identifier for the entity.,Value,identifierScheme,Attribute,,
Organization,Concrete,C19711,Organization,Organization-instanceType,Organization-instanceType,string,1,,,,Value,,,,
ParameterMap,Concrete,C207456,Parameter Map,ParameterMap-id,ParameterMap-id,string,1,,,,Value,id,Attribute,,
ParameterMap,Concrete,C207456,Parameter Map,ParameterMap-tag,ParameterMap-tag,string,1,C207515,Programming Tag,Character strings bounded by angle brackets that act as containers for programming language elements.,Value,tag,Attribute,,
ParameterMap,Concrete,C207456,Parameter Map,ParameterMap-reference,ParameterMap-reference,string,1,C207516,Programming Tag Reference,"The reference for a tag used in programming languages, such as a markup language (e.g., HTML, XML), to store attributes and elements.",Value,reference,Attribute,,
ParameterMap,Concrete,C207456,Parameter Map,ParameterMap-instanceType,ParameterMap-instanceType,string,1,,,,Value,,,,
PersonName,Concrete,C25191,Person Name,PersonName-id,PersonName-id,string,1,,,,Value,id,Attribute,,
PersonName,Concrete,C25191,Person Name,PersonName-text,PersonName-text,string,0..1,C217001,Person Name Text,An instance of structured text that represents the person's full name.,Value,text,Attribute,,
PersonName,Concrete,C25191,Person Name,PersonName-familyName,PersonName-familyName,string,0..1,C40975,Person Family Name,A word or group of words indicating a person's last (family) name.,Value,familyName,Attribute,,
PersonName,Concrete,C25191,Person Name,PersonName-givenNames,PersonName-givenNames,string,0..*,C40974,Person Given Name,A word or group of words indicating a person's first (personal or given) name; the name that precedes the surname.,Value,givenNames,Attribute,,
PersonName,Concrete,C25191,Person Name,PersonName-prefixes,PersonName-prefixes,string,0..*,C217002,Person Name Prefix,"An affix occurring at the start of the person name string, usually denoting a title or honorific.",Value,prefixes,Attribute,,
PersonName,Concrete,C25191,Person Name,PersonName-suffixes,PersonName-suffixes,string,0..*,C217003,Person Name Suffix,"An affix occurring at the end of the person name, usually denoting educational or professional degrees and certifications, and/or filial rank.",Value,suffixes,Attribute,,
PersonName,Concrete,C25191,Person Name,PersonName-instanceType,PersonName-instanceType,string,1,,,,Value,,,,
PopulationDefinition,Abstract,C207593,Population Definition,PopulationDefinition-id,PopulationDefinition-id,string,1,,,,Value,id,Attribute,,
PopulationDefinition,Abstract,C207593,Population Definition,PopulationDefinition-name,PopulationDefinition-name,string,1,C207544,Study Cohort Name,"The literal identifier (i.e., distinctive designation) of the study cohort.",Value,name,Attribute,,
PopulationDefinition,Abstract,C207593,Population Definition,PopulationDefinition-label,PopulationDefinition-label,string,0..1,C207543,Study Cohort Label,The short descriptive designation for the study cohort.,Value,label,Attribute,,
PopulationDefinition,Abstract,C207593,Population Definition,PopulationDefinition-description,PopulationDefinition-description,string,0..1,C207542,Study Cohort Description,A narrative representation of the study cohort.,Value,description,Attribute,,
PopulationDefinition,Abstract,C207593,Population Definition,PopulationDefinition-includesHealthySubjects,PopulationDefinition-includesHealthySubjects,boolean,1,C207480,Study Cohort Includes Healthy Subjects Indicator,"An indication as to whether the study cohort includes healthy subjects, that is, subjects without the disease or condition under study.",Value,includesHealthySubjects,Attribute,,
Procedure,Concrete,C98769,Procedure,Procedure-id,Procedure-id,string,1,,,,Value,id,Attribute,,
Procedure,Concrete,C98769,Procedure,Procedure-name,Procedure-name,string,1,C201325,Procedure Name,"The literal identifier (i.e., distinctive designation) of the procedure.",Value,name,Attribute,,
Procedure,Concrete,C98769,Procedure,Procedure-label,Procedure-label,string,0..1,C207524,Procedure Label,The short descriptive designation for the procedure.,Value,label,Attribute,,
Procedure,Concrete,C98769,Procedure,Procedure-description,Procedure-description,string,0..1,C201324,Procedure Description,A narrative representation of the procedure.,Value,description,Attribute,,
Procedure,Concrete,C98769,Procedure,Procedure-procedureType,Procedure-procedureType,string,1,C188848,Procedure Type,A characterization or classification of the study procedure.,Value,procedureType,Attribute,,
Procedure,Concrete,C98769,Procedure,Procedure-instanceType,Procedure-instanceType,string,1,,,,Value,,,,
ProductOrganizationRole,Concrete,C215502,Product Organization Role,ProductOrganizationRole-id,ProductOrganizationRole-id,string,1,,,,Value,id,Attribute,,
ProductOrganizationRole,Concrete,C215502,Product Organization Role,ProductOrganizationRole-name,ProductOrganizationRole-name,string,1,C215622,Product Organization Role Name,"The literal identifier (i.e., distinctive designation) of the product organization role.",Value,name,Attribute,,
ProductOrganizationRole,Concrete,C215502,Product Organization Role,ProductOrganizationRole-label,ProductOrganizationRole-label,string,0..1,C215624,Product Organization Role Label,The short descriptive designation for the product organization role.,Value,label,Attribute,,
ProductOrganizationRole,Concrete,C215502,Product Organization Role,ProductOrganizationRole-description,ProductOrganizationRole-description,string,0..1,C215623,Product Organization Role Description,A narrative representation of the product organization role.,Value,description,Attribute,,
ProductOrganizationRole,Concrete,C215502,Product Organization Role,ProductOrganizationRole-instanceType,ProductOrganizationRole-instanceType,string,1,,,,Value,,,,
Quantity,Concrete,C25256,Quantity,Quantity-value,Quantity-value,float,1,C25712,Quantity Value,A numerical quantity measured or assigned or computed.,Value,value,Attribute,,
Quantity,Concrete,C25256,Quantity,Quantity-instanceType,Quantity-instanceType,string,1,,,,Value,,,,
QuantityRange,Abstract,C217000,Quantity or Range,QuantityRange-id,QuantityRange-id,string,1,,,,Value,id,Attribute,,
Range,Concrete,C38013,Range,Range-isApproximate,Range-isApproximate,boolean,1,C207525,Value Range is Approximate Indicator,"An indication as to whether the value range is almost, but not quite, exact.",Value,isApproximate,Attribute,,
Range,Concrete,C38013,Range,Range-instanceType,Range-instanceType,string,1,,,,Value,,,,
ReferenceIdentifier,Concrete,C82531,Reference Identifier,ReferenceIdentifier-instanceType,ReferenceIdentifier-instanceType,string,1,,,,Value,,,,
ResponseCode,Concrete,C201347,Response Code,ResponseCode-id,ResponseCode-id,string,1,,,,Value,id,Attribute,,
ResponseCode,Concrete,C201347,Response Code,ResponseCode-name,ResponseCode-name,string,1,C216998,Response Code Name,"The literal identifier (i.e., distinctive designation) of the response code.",Value,name,Attribute,,
ResponseCode,Concrete,C201347,Response Code,ResponseCode-label,ResponseCode-label,string,0..1,C216999,Response Code Label,The short descriptive designation for the response code.,Value,label,Attribute,,
ResponseCode,Concrete,C201347,Response Code,ResponseCode-isEnabled,ResponseCode-isEnabled,boolean,1,C201330,Response Code Enabled Indicator,An indication as to whether the response code is activated for use within a given usage context.,Value,isEnabled,Attribute,,
ResponseCode,Concrete,C201347,Response Code,ResponseCode-instanceType,ResponseCode-instanceType,string,1,,,,Value,,,,
ScheduleTimeline,Concrete,C201348,Schedule Timeline,ScheduleTimeline-id,ScheduleTimeline-id,string,1,,,,Value,id,Attribute,,
ScheduleTimeline,Concrete,C201348,Schedule Timeline,ScheduleTimeline-name,ScheduleTimeline-name,string,1,C201334,Schedule Timeline Name,"The literal identifier (i.e., distinctive designation) of the schedule timeline.",Value,name,Attribute,,
ScheduleTimeline,Concrete,C201348,Schedule Timeline,ScheduleTimeline-label,ScheduleTimeline-label,string,0..1,C207530,Schedule Timeline Label,The short descriptive designation for the schedule timeline.,Value,label,Attribute,,
ScheduleTimeline,Concrete,C201348,Schedule Timeline,ScheduleTimeline-description,ScheduleTimeline-description,string,0..1,C201332,Schedule Timeline Description,A narrative representation of the schedule timeline.,Value,description,Attribute,,
ScheduleTimeline,Concrete,C201348,Schedule Timeline,ScheduleTimeline-entryCondition,ScheduleTimeline-entryCondition,string,1,C201333,Schedule Timeline Entry Condition,A logical evaluation on which rests the validity of entry into a schedule timeline.,Value,entryCondition,Attribute,,
ScheduleTimeline,Concrete,C201348,Schedule Timeline,ScheduleTimeline-mainTimeline,ScheduleTimeline-mainTimeline,boolean,1,C201331,Main Timeline Indicator,An indication as to whether the timeline or timeline component is part of the central or principal timeline.,Value,mainTimeline,Attribute,,
ScheduleTimeline,Concrete,C201348,Schedule Timeline,ScheduleTimeline-instanceType,ScheduleTimeline-instanceType,string,1,,,,Value,,,,
ScheduleTimelineExit,Concrete,C201349,Schedule Timeline Exit,ScheduleTimelineExit-id,ScheduleTimelineExit-id,string,1,,,,Value,id,Attribute,,
ScheduleTimelineExit,Concrete,C201349,Schedule Timeline Exit,ScheduleTimelineExit-instanceType,ScheduleTimelineExit-instanceType,string,1,,,,Value,,,,
ScheduledActivityInstance,Concrete,C201350,Scheduled Activity Instance,ScheduledActivityInstance-instanceType,ScheduledActivityInstance-instanceType,string,1,,,,Value,,,,
ScheduledDecisionInstance,Concrete,C201351,Scheduled Decision Instance,ScheduledDecisionInstance-instanceType,ScheduledDecisionInstance-instanceType,string,1,,,,Value,,,,
ScheduledInstance,Abstract,C201299,Scheduled Instance,ScheduledInstance-id,ScheduledInstance-id,string,1,,,,Value,id,Attribute,,
ScheduledInstance,Abstract,C201299,Scheduled Instance,ScheduledInstance-name,ScheduledInstance-name,string,1,C207533,Scheduled Activity Instance Name,"The literal identifier (i.e., distinctive designation) of the scheduled activity instance.",Value,name,Attribute,,
ScheduledInstance,Abstract,C201299,Scheduled Instance,ScheduledInstance-label,ScheduledInstance-label,string,0..1,C207532,Scheduled Activity Instance Label,The short descriptive designation for the scheduled activity instance.,Value,label,Attribute,,
ScheduledInstance,Abstract,C201299,Scheduled Instance,ScheduledInstance-description,ScheduledInstance-description,string,0..1,C207531,Scheduled Activity Instance Description,A narrative representation of the scheduled activity instance.,Value,description,Attribute,,
Strength,Concrete,C215495,Substance Strength,Strength-id,Strength-id,string,1,,,,Value,id,Attribute,,
Strength,Concrete,C215495,Substance Strength,Strength-name,Strength-name,string,1,C215590,Substance Strength Name,"The literal identifier (i.e., distinctive designation) of the substance strength.",Value,name,Attribute,,
Strength,Concrete,C215495,Substance Strength,Strength-label,Strength-label,string,0..1,C215592,Substance Strength Label,The short descriptive designation for the substance strength.,Value,label,Attribute,,
Strength,Concrete,C215495,Substance Strength,Strength-description,Strength-description,string,0..1,C215591,Substance Strength Description,A narrative representation of the substance strength.,Value,description,Attribute,,
Strength,Concrete,C215495,Substance Strength,Strength-instanceType,Strength-instanceType,string,1,,,,Value,,,,
Study,Concrete,C15206,Clinical Study,Study-id,Study-id,string,1,,,,Value,id,Attribute,,
Study,Concrete,C15206,Clinical Study,Study-name,Study-name,string,1,C68631,Clinical Study Name,"The literal identifier (i.e., distinctive designation) of the clinical study.",Value,name,Attribute,,
Study,Concrete,C15206,Clinical Study,Study-label,Study-label,string,0..1,C207479,Clinical Study Label,The short descriptive designation for the clinical study.,Value,label,Attribute,,
Study,Concrete,C15206,Clinical Study,Study-description,Study-description,string,0..1,C142704,Clinical Study Description,A narrative representation of the clinical study.,Value,description,Attribute,,
Study,Concrete,C15206,Clinical Study,Study-instanceType,Study-instanceType,string,1,,,,Value,,,,
StudyAmendment,Concrete,C207594,Study Amendment,StudyAmendment-id,StudyAmendment-id,string,1,,,,Value,id,Attribute,,
StudyAmendment,Concrete,C207594,Study Amendment,StudyAmendment-name,StudyAmendment-name,string,1,C216995,Study Amendment Name,"The literal identifier (i.e., distinctive designation) of the study amendment.",Value,name,Attribute,,
StudyAmendment,Concrete,C207594,Study Amendment,StudyAmendment-label,StudyAmendment-label,string,0..1,C216997,Study Amendment Label,The short descriptive designation for the study amendment.,Value,label,Attribute,,
StudyAmendment,Concrete,C207594,Study Amendment,StudyAmendment-description,StudyAmendment-description,string,0..1,C216996,Study Amendment Description,A narrative representation of the study amendment.,Value,description,Attribute,,
StudyAmendment,Concrete,C207594,Study Amendment,StudyAmendment-number,StudyAmendment-number,string,1,C207537,Study Amendment Number,A string of numerals that uniquely identifies a protocol amendment.,Value,number,Attribute,,
StudyAmendment,Concrete,C207594,Study Amendment,StudyAmendment-summary,StudyAmendment-summary,string,1,C115627,Study Amendment Summary,A short narrative representation describing the changes introduced in the current version of the protocol.,Value,summary,Attribute,,
StudyAmendment,Concrete,C207594,Study Amendment,StudyAmendment-instanceType,StudyAmendment-instanceType,string,1,,,,Value,,,,
StudyAmendmentImpact,Concrete,C215500,Study Amendment Impact,StudyAmendmentImpact-id,StudyAmendmentImpact-id,string,1,,,,Value,id,Attribute,,
StudyAmendmentImpact,Concrete,C215500,Study Amendment Impact,StudyAmendmentImpact-text,StudyAmendmentImpact-text,string,1,C215611,Study Amendment Impact Text,An instance of unstructured text that represents the study amendment impact.,Value,text,Attribute,,
StudyAmendmentImpact,Concrete,C215500,Study Amendment Impact,StudyAmendmentImpact-isSubstantial,StudyAmendmentImpact-isSubstantial,boolean,1,C207538,Study Amendment Impact Substantial Indicator,An indication as to whether the study amendment's impact on the study is substantial.,Value,isSubstantial,Attribute,,
StudyAmendmentImpact,Concrete,C215500,Study Amendment Impact,StudyAmendmentImpact-instanceType,StudyAmendmentImpact-instanceType,string,1,,,,Value,,,,
StudyAmendmentReason,Concrete,C207457,Study Amendment Reason,StudyAmendmentReason-id,StudyAmendmentReason-id,string,1,,,,Value,id,Attribute,,
StudyAmendmentReason,Concrete,C207457,Study Amendment Reason,StudyAmendmentReason-otherReason,StudyAmendmentReason-otherReason,string,0..1,C207539,Other Reason for Study Amendment,"The rationale for the change(s) to, or formal clarification of, a protocol that is not otherwise specified.",Value,otherReason,Attribute,,
StudyAmendmentReason,Concrete,C207457,Study Amendment Reason,StudyAmendmentReason-instanceType,StudyAmendmentReason-instanceType,string,1,,,,Value,,,,
StudyArm,Concrete,C174447,Study Arm,StudyArm-id,StudyArm-id,string,1,,,,Value,id,Attribute,,
StudyArm,Concrete,C174447,Study Arm,StudyArm-name,StudyArm-name,string,1,C170984,Study Arm Name,"The literal identifier (i.e., distinctive designation) of the study arm.",Value,name,Attribute,,
StudyArm,Concrete,C174447,Study Arm,StudyArm-label,StudyArm-label,string,0..1,C172456,Study Arm Label,The short descriptive designation for the study arm.,Value,label,Attribute,,
StudyArm,Concrete,C174447,Study Arm,StudyArm-description,StudyArm-description,string,0..1,C93728,Study Arm Description,A narrative representation of the study arm.,Value,description,Attribute,,
StudyArm,Concrete,C174447,Study Arm,StudyArm-dataOriginDescription,StudyArm-dataOriginDescription,string,1,C188828,Study Arm Data Origin Description,The textual representation of the study arm data origin.,Value,dataOriginDescription,Attribute,,
StudyArm,Concrete,C174447,Study Arm,StudyArm-instanceType,StudyArm-instanceType,string,1,,,,Value,,,,
StudyCell,Concrete,C188810,Study Design Cell,StudyCell-id,StudyCell-id,string,1,,,,Value,id,Attribute,,
StudyCell,Concrete,C188810,Study Design Cell,StudyCell-instanceType,StudyCell-instanceType,string,1,,,,Value,,,,
StudyChange,Concrete,C215498,Study Change,StudyChange-id,StudyChange-id,string,1,,,,Value,id,Attribute,,
StudyChange,Concrete,C215498,Study Change,StudyChange-name,StudyChange-name,string,1,C215604,Study Change Name,"The literal identifier (i.e., distinctive designation) of the study change.",Value,name,Attribute,,
StudyChange,Concrete,C215498,Study Change,StudyChange-label,StudyChange-label,string,0..1,C215606,Study Change Label,The short descriptive designation for the study change.,Value,label,Attribute,,
StudyChange,Concrete,C215498,Study Change,StudyChange-description,StudyChange-description,string,0..1,C215605,Study Change Description,A narrative representation of the study change.,Value,description,Attribute,,
StudyChange,Concrete,C215498,Study Change,StudyChange-rationale,StudyChange-rationale,string,1,C215608,Study Change Rationale,An explanation as to the logical reasons for why a study change has occurred.,Value,rationale,Attribute,,
StudyChange,Concrete,C215498,Study Change,StudyChange-summary,StudyChange-summary,string,1,C215607,Study Change Summary,A short narrative representation describing the changes introduced in the current version of the study.,Value,summary,Attribute,,
StudyChange,Concrete,C215498,Study Change,StudyChange-instanceType,StudyChange-instanceType,string,1,,,,Value,,,,
StudyCohort,Concrete,C61512,Study Cohort,StudyCohort-instanceType,StudyCohort-instanceType,string,1,,,,Value,,,,
StudyDefinitionDocument,Concrete,C215490,Study Definition Document,StudyDefinitionDocument-id,StudyDefinitionDocument-id,string,1,,,,Value,id,Attribute,,
StudyDefinitionDocument,Concrete,C215490,Study Definition Document,StudyDefinitionDocument-name,StudyDefinitionDocument-name,string,1,C215559,Study Definition Document Name,"The literal identifier (i.e., distinctive designation) of the study definition document.",Value,name,Attribute,,
StudyDefinitionDocument,Concrete,C215490,Study Definition Document,StudyDefinitionDocument-label,StudyDefinitionDocument-label,string,0..1,C215561,Study Definition Document Label,The short descriptive designation for the study definition document.,Value,label,Attribute,,
StudyDefinitionDocument,Concrete,C215490,Study Definition Document,StudyDefinitionDocument-description,StudyDefinitionDocument-description,string,0..1,C215560,Study Definition Document Description,A narrative representation of the study definition document.,Value,description,Attribute,,
StudyDefinitionDocument,Concrete,C215490,Study Definition Document,StudyDefinitionDocument-templateName,StudyDefinitionDocument-templateName,string,1,C215562,Study Definition Document Template Name,"The literal identifier (i.e., distinctive designation) of the study definition document template.",Value,templateName,Attribute,,
StudyDefinitionDocument,Concrete,C215490,Study Definition Document,StudyDefinitionDocument-instanceType,StudyDefinitionDocument-instanceType,string,1,,,,Value,,,,
StudyDefinitionDocumentVersion,Concrete,C215491,Study Definition Document Version,StudyDefinitionDocumentVersion-id,StudyDefinitionDocumentVersion-id,string,1,,,,Value,id,Attribute,,
StudyDefinitionDocumentVersion,Concrete,C215491,Study Definition Document Version,StudyDefinitionDocumentVersion-version,StudyDefinitionDocumentVersion-version,string,1,C215566,Study Definition Document Version Identifier,A sequence of characters used to identify the version of the study definition document.,Value,version,Attribute,,
StudyDefinitionDocumentVersion,Concrete,C215491,Study Definition Document Version,StudyDefinitionDocumentVersion-instanceType,StudyDefinitionDocumentVersion-instanceType,string,1,,,,Value,,,,
StudyDesign,Abstract,C15320,Study Design,StudyDesign-id,StudyDesign-id,string,1,,,,Value,id,Attribute,,
StudyDesign,Abstract,C15320,Study Design,StudyDesign-name,StudyDesign-name,string,1,C215626,Interventional Study Design Name,"The literal identifier (i.e., distinctive designation) of the interventional study design.",Value,name,Attribute,,
StudyDesign,Abstract,C15320,Study Design,StudyDesign-label,StudyDesign-label,string,0..1,C215628,Interventional Study Design Label,The short descriptive designation for the interventional study design.,Value,label,Attribute,,
StudyDesign,Abstract,C15320,Study Design,StudyDesign-description,StudyDesign-description,string,0..1,C215627,Interventional Study Design Description,A narrative representation of the interventional study design.,Value,description,Attribute,,
StudyDesign,Abstract,C15320,Study Design,StudyDesign-rationale,StudyDesign-rationale,string,1,C215629,Interventional Study Design Rationale,"Reason(s) for choosing the interventional study design. This may include reasons for the choice of control or comparator, as well as the scientific rationale for the study design.",Value,rationale,Attribute,,
StudyDesignPopulation,Concrete,C142728,Study Design Population,StudyDesignPopulation-instanceType,StudyDesignPopulation-instanceType,string,1,,,,Value,,,,
StudyElement,Concrete,C142735,Study Design Element,StudyElement-id,StudyElement-id,string,1,,,,Value,id,Attribute,,
StudyElement,Concrete,C142735,Study Design Element,StudyElement-name,StudyElement-name,string,1,C188833,Study Design Element Name,"The literal identifier (i.e., distinctive designation) of the study design element.",Value,name,Attribute,,
StudyElement,Concrete,C142735,Study Design Element,StudyElement-label,StudyElement-label,string,0..1,C207554,Study Design Element Label,The short descriptive designation for the study design element.,Value,label,Attribute,,
StudyElement,Concrete,C142735,Study Design Element,StudyElement-description,StudyElement-description,string,0..1,C188834,Study Design Element Description,A narrative representation of the study design element.,Value,description,Attribute,,
StudyElement,Concrete,C142735,Study Design Element,StudyElement-instanceType,StudyElement-instanceType,string,1,,,,Value,,,,
StudyEpoch,Concrete,C71738,Study Epoch,StudyEpoch-id,StudyEpoch-id,string,1,,,,Value,id,Attribute,,
StudyEpoch,Concrete,C71738,Study Epoch,StudyEpoch-name,StudyEpoch-name,string,1,C93825,Study Epoch Name,"The literal identifier (i.e., distinctive designation) of the study epoch, i.e., the named time period defined in the protocol, wherein a study activity is specified and unchanging throughout the interval, to support a study-specific purpose.",Value,name,Attribute,,
StudyEpoch,Concrete,C71738,Study Epoch,StudyEpoch-label,StudyEpoch-label,string,0..1,C207555,Study Epoch Label,The short descriptive designation for the study epoch.,Value,label,Attribute,,
StudyEpoch,Concrete,C71738,Study Epoch,StudyEpoch-description,StudyEpoch-description,string,0..1,C93824,Study Epoch Description,A narrative representation of the study epoch.,Value,description,Attribute,,
StudyEpoch,Concrete,C71738,Study Epoch,StudyEpoch-instanceType,StudyEpoch-instanceType,string,1,,,,Value,,,,
StudyIdentifier,Concrete,C83082,Study Identifier,StudyIdentifier-instanceType,StudyIdentifier-instanceType,string,1,,,,Value,,,,
StudyIntervention,Concrete,C207649,Study Intervention,StudyIntervention-id,StudyIntervention-id,string,1,,,,Value,id,Attribute,,
StudyIntervention,Concrete,C207649,Study Intervention,StudyIntervention-name,StudyIntervention-name,string,1,C207558,Study Intervention Name,"The literal identifier (i.e., distinctive designation) of the study intervention.",Value,name,Attribute,,
StudyIntervention,Concrete,C207649,Study Intervention,StudyIntervention-label,StudyIntervention-label,string,0..1,C207556,Study Intervention Label,The short descriptive designation for the study intervention.,Value,label,Attribute,,
StudyIntervention,Concrete,C207649,Study Intervention,StudyIntervention-description,StudyIntervention-description,string,0..1,C207647,Study Intervention Description,A narrative representation of the study intervention.,Value,description,Attribute,,
StudyIntervention,Concrete,C207649,Study Intervention,StudyIntervention-instanceType,StudyIntervention-instanceType,string,1,,,,Value,,,,
StudyRole,Concrete,C215497,Study Role,StudyRole-id,StudyRole-id,string,1,,,,Value,id,Attribute,,
StudyRole,Concrete,C215497,Study Role,StudyRole-name,StudyRole-name,string,1,C215600,Study Role Name,"The literal identifier (i.e., distinctive designation) of the study role.",Value,name,Attribute,,
StudyRole,Concrete,C215497,Study Role,StudyRole-label,StudyRole-label,string,0..1,C215602,Study Role Label,The short descriptive designation for the study role.,Value,label,Attribute,,
StudyRole,Concrete,C215497,Study Role,StudyRole-description,StudyRole-description,string,0..1,C215601,Study Role Description,A narrative representation of the study role.,Value,description,Attribute,,
StudyRole,Concrete,C215497,Study Role,StudyRole-instanceType,StudyRole-instanceType,string,1,,,,Value,,,,
StudySite,Concrete,C80403,Study Site,StudySite-id,StudySite-id,string,1,,,,Value,id,Attribute,,
StudySite,Concrete,C80403,Study Site,StudySite-name,StudySite-name,string,1,C207566,Study Site Name,"The literal identifier (i.e., distinctive designation) of the study site.",Value,name,Attribute,,
StudySite,Concrete,C80403,Study Site,StudySite-label,StudySite-label,string,0..1,C207565,Study Site Label,The short descriptive designation for the study site.,Value,label,Attribute,,
StudySite,Concrete,C80403,Study Site,StudySite-description,StudySite-description,string,0..1,C207564,Study Site Description,A narrative representation of the study site.,Value,description,Attribute,,
StudySite,Concrete,C80403,Study Site,StudySite-instanceType,StudySite-instanceType,string,1,,,,Value,,,,
StudyTitle,Concrete,C49802,Study Title,StudyTitle-id,StudyTitle-id,string,1,,,,Value,id,Attribute,,
StudyTitle,Concrete,C49802,Study Title,StudyTitle-text,StudyTitle-text,string,1,C207567,Study Title Text,An instance of unstructured text that represents the study title.,Value,text,Attribute,,
StudyTitle,Concrete,C49802,Study Title,StudyTitle-instanceType,StudyTitle-instanceType,string,1,,,,Value,,,,
StudyVersion,Concrete,C188816,Study Version,StudyVersion-id,StudyVersion-id,string,1,,,,Value,id,Attribute,,
StudyVersion,Concrete,C188816,Study Version,StudyVersion-versionIdentifier,StudyVersion-versionIdentifier,string,1,C207570,Study Version Identifier,"A sequence of characters used to identify, name, or characterize the study version.",Value,versionIdentifier,Attribute,,
StudyVersion,Concrete,C188816,Study Version,StudyVersion-rationale,StudyVersion-rationale,string,1,C94122,Study Rationale,"A statement describing the overall rationale of the study. This field describes the contribution of this study to product development, i.e., what knowledge is being contributed from the conduct of this study.",Value,rationale,Attribute,,
StudyVersion,Concrete,C188816,Study Version,StudyVersion-instanceType,StudyVersion-instanceType,string,1,,,,Value,,,,
SubjectEnrollment,Concrete,C37948,Subject Enrollment,SubjectEnrollment-id,SubjectEnrollment-id,string,1,,,,Value,id,Attribute,,
SubjectEnrollment,Concrete,C37948,Subject Enrollment,SubjectEnrollment-name,SubjectEnrollment-name,string,1,C215540,Subject Enrollment Name,"The literal identifier (i.e., distinctive designation) of the subject enrollment.",Value,name,Attribute,,
SubjectEnrollment,Concrete,C37948,Subject Enrollment,SubjectEnrollment-label,SubjectEnrollment-label,string,0..1,C215542,Subject Enrollment Label,The short descriptive designation for the subject enrollment..,Value,label,Attribute,,
SubjectEnrollment,Concrete,C37948,Subject Enrollment,SubjectEnrollment-description,SubjectEnrollment-description,string,0..1,C215541,Subject Enrollment Description,A narrative representation of the subject enrollment.,Value,description,Attribute,,
SubjectEnrollment,Concrete,C37948,Subject Enrollment,SubjectEnrollment-instanceType,SubjectEnrollment-instanceType,string,1,,,,Value,,,,
Substance,Concrete,C45306,Substance,Substance-id,Substance-id,string,1,,,,Value,id,Attribute,,
Substance,Concrete,C45306,Substance,Substance-name,Substance-name,string,1,C215586,Substance Name,"The literal identifier (i.e., distinctive designation) of the substance.",Value,name,Attribute,,
